web-scraper-order,web-scraper-start-url,genre,genre-href,book,book-href,title,author,description,rating,total_rating,list_genre
"1669189293-1063","https://www.goodreads.com/genres","Self Help","https://www.goodreads.com/genres/self-help","","https://www.goodreads.com/book/show/60013115-my-hygge-home","My Hygge Home: How to Make Home Your Happy Place","Meik Wiking","The author of the New York Times bestseller The Little Book of Hygge, helps you turn your home into your happy, cozy safe place.

The urge to nest and control our close environments has never been stronger. We spend more time in our homes than anywhere else—but the way in which our homes impact how we feel has remained relatively unexplored until now.
 
Backed with Danish design principles, years of research, case studies and a sprinkle of hygge, Meik Wiking has created the ultimate guide to turning your home, office, or wherever you may be, into your happy place. 
 
The Hygge Home will teach us all how to create a much-needed cozy safe space in our homes into which we can retreat to escape the tough things going on in the outside world. Meik will explore the size of our spaces, the way we decorate our homes, the amount of natural light coming in, how much access to green space we have and how we can extend these design principles from inside our homes to our neighbourhoods and beyond.
 
Meik is guaranteed to help you create a home and safe space where you can both live and thrive.","4.10","135 ratings","[{""list_genre"":""Nonfiction""},{""list_genre"":""Self Help""},{""list_genre"":""Adult""},{""list_genre"":""Health""},{""list_genre"":""Cultural""}]"
"1669189296-1064","https://www.goodreads.com/genres","Self Help","https://www.goodreads.com/genres/self-help","","https://www.goodreads.com/book/show/60199834-who-s-raising-the-kids","Who's Raising the Kids?: Big Tech, Big Business, and the Lives of Children","Susan Linn","From a world-renowned expert on creative play and the impact of commercial marketing on children, a timely investigation into how big tech is hijacking childhood--and what we can do about it Even before the COVID-19 pandemic, digital technologies had become deeply embedded in children's lives, despite a growing body of research detailing the harms of excessive immersion in the unregulated, powerfully seductive, profit-driven world of the ""kid-tech"" industry.

In Who's Raising the Kids? Linn--one of the world's leading experts on the impact of Big Tech and big business on children--explores the roots and consequences of this monumental shift toward a digitized, commercialized childhood, focusing on kids' values, relationships, and learning. From birth, kids have become lucrative fodder for a range of tech, media, and toy companies, from producers of exploitative games and social media platforms to ""educational"" technology and branded school curricula of dubious efficacy. Linn persuasively argues that our digitized-commercialized culture is damaging for children and families as well as society at large, and maps out what we must do to change course.

Drawing on research and real-life stories that show the harms of immersing children in the profit-driven worlds of Big Tech and big business (while noting that many Silicon Valley elites wouldn't dream of exposing their own kids to the very technologies they've unleashed on other people's children), Who's Raising the Kids? is both an expos� and a guide. In addition to calling for societal change, Linn recognizes that families need guidance now, and the book includes a chapter on ""resistance parenting"" that offers concrete suggestions for protecting kids from exploitative targeting by tech, toy, and media conglomerates. Linn eloquently makes the case for no longer allowing kids to be treated as lucrative bundles of data and as mini-consumers ripe for exploitation and instead providing children with what they really need.","4.10","42 ratings","[{""list_genre"":""Parenting""},{""list_genre"":""Nonfiction""},{""list_genre"":""Technology""},{""list_genre"":""Self Help""},{""list_genre"":""Health""},{""list_genre"":""Childrens""}]"
"1669189300-1065","https://www.goodreads.com/genres","Self Help","https://www.goodreads.com/genres/self-help","","https://www.goodreads.com/book/show/60332879-your-new-playlist","Your New Playlist: The Student's Guide to Tapping Into the Superpower of Mindset","Jon Acuff","When Jon Acuff's book Soundtracks, came out, one reaction surprised him. Parents across the country all said the same thing: ""Do you have a version for teenagers? If I knew how to change my mindset when I was that age, my entire life would have been different."" Why did they say that? Because truth grows like compound interest. Saving money when you're young has a bigger impact than it does when you save in your 40s. A single new soundtrack--Acuff's phrase for a repetitive thought--believed when you're 14 or 18 can change your whole life in the same way. In response, Acuff tagged his two daughters to help him create an honest, actionable guide to mindset for teenagers. 

Your thoughts can work for you or against you, but the good news is you get a choice. The even better news is when you're young, your entire world is made of new. You're a movie that's barely started, a notebook with blank pages to fill, a song that hasn't hit the chorus. You have your whole life ahead of you. When you learn to create new thoughts, those thoughts lead to actions, and those actions lead to new results. Are you ready to tap into the superpower of mindset? Just hit play.","4.75","167 ratings","[{""list_genre"":""Self Help""},{""list_genre"":""Young Adult""},{""list_genre"":""Leadership""}]"
"1669189303-1066","https://www.goodreads.com/genres","Self Help","https://www.goodreads.com/genres/self-help","","https://www.goodreads.com/book/show/62610628-doing-diabetes-differently","Doing Diabetes Differently","Chad T. Lewis","Get off the blood sugar roller coaster!

With Doing Diabetes Differently, Chad Lewis offers down-to-earth perspectives and approaches for all who struggle with diabetes. Lewis combines years of research with firsthand experience as he covers—sometimes provocatively—the mental, nutritional, exercise, and drugs-and-devices aspects of the disease. To present additional perspectives, the book includes commentaries from notable experts in the diabetes community.

Among the topics covered are:

• Why the current hierarchy of diabetes care isn’t working

• A mental framework that goes beyond just treating symptoms of diabetes distress

• Why “going on a diet” is futile and what dietary alternatives work

• How to make the right exercise more achievable

• Why less is more when it comes to diabetes drugs and how to best use diabetes devices

Doing Diabetes Differently isn’t another how-to guide. Instead, it’s a place to discover a diabetes answer, a question to ask a care provider to get one, or a reference to consult to find one. If you’re frustrated and want a way to do diabetes differently (and better)—for yourself or someone you care for—this life-changing book can help.","4.44","9 ratings","[{""list_genre"":""Self Help""},{""list_genre"":""How To""},{""list_genre"":""Health""}]"
"1669189307-1067","https://www.goodreads.com/genres","Self Help","https://www.goodreads.com/genres/self-help","","https://www.goodreads.com/book/show/58438657-what-is-my-plant-telling-me","What Is My Plant Telling Me?: An Illustrated Guide to Houseplants and How to Keep Them Alive","Emily L. Hay Hinsdale","Keep your house plants alive and thriving with this illustrated, accessible guide to popular house plants for new and experienced plant-parents alike.

Many new gardeners are finally starting to understand why bringing the outside indoors is so appealing. From improving home décor to mental health, plants have so many benefits. But keeping them alive (and most importantly, thriving) isn’t always easy! What does it mean if your plant has brown tips? Rotting roots? Yellow leaves? The list goes on.
 
Don’t you just wish your plants could communicate what’s wrong and how to fix it?
 
What Is My Plant Telling Me? answers all your plant-based questions making it the perfect companion for anyone interested in keeping their plants looking their best. This illustrated guide to the fifty most popular house plants will show you how to:
 -Speak your plant’s language
 -Identify classic distress signals
 -Intervene successfully to keep your plants thriving for years to come
 -Choose plants that work best for your space
 -Pick the best locations within your home to keep your new plants
 -Identify the pot size needed when you want to replant
 -And more!
 
Whether you’re interested in growing a cactus, orchid, or even the popular Fiddle Leaf Fig, this book is the perfect guide to deciphering the message your plant is telling you and what you can do to revive it.","4.18","68 ratings","[{""list_genre"":""Nonfiction""},{""list_genre"":""Gardening""},{""list_genre"":""Plants""},{""list_genre"":""Self Help""},{""list_genre"":""Environment""},{""list_genre"":""Science""},{""list_genre"":""Reference""},{""list_genre"":""...more""}]"
"1669189310-1068","https://www.goodreads.com/genres","Self Help","https://www.goodreads.com/genres/self-help","","https://www.goodreads.com/book/show/58950736-the-chaos-machine","The Chaos Machine: The Inside Story of How Social Media Rewired Our Minds and Our World","Max Fisher","From a New York Times investigative reporter and Pulitzer Prize finalist, “an essential book for our times” (Ezra Klein), tracking the high-stakes inside story of how Big Tech’s breakneck race to drive engagement—and profits—at all costs fractured the world

We all have a vague sense that social media is bad for our minds, for our children, and for our democracies. But the truth is that its reach and impact run far deeper than we have understood. Building on years of international reporting, Max Fisher tells the gripping and galling inside story of how Facebook, Twitter, YouTube, and other social networks, in their pursuit of unfettered profits, preyed on psychological frailties to create the algorithms that drive everyday users to extreme opinions and, increasingly, extreme actions. As Fisher demonstrates, the companies’ founding tenets, combined with a blinkered focus maximizing engagement, have led to a destabilized world for everyone.

 Traversing the planet, Fisher tracks the ubiquity of hate speech and its spillover into violence, ills that first festered in far-off locales to their dark culmination in America during the pandemic, the 2020 election, and the Capitol Insurrection. Through it all, the social-media giants refused to intervene in any meaningful way, claiming to champion free speech when in fact what they most prized were limitless profits. The result, as Fisher shows, is a cultural shift toward a world in which people are polarized not by beliefs based on facts, but by misinformation, outrage, and fear.

 His narrative is about more than the villains, however. Fisher also weaves together the stories of the heroic outsiders and Silicon Valley defectors who raised the alarm and revealed what was happening behind the closed doors of Big Tech. Both panoramic and intimate, The Chaos Machine is the definitive account of the meteoric rise and troubled legacy of the tech titans, as well as a rousing and hopeful call to arrest the havoc wreaked on our minds and our world before it’s too late.","4.37","625 ratings","[{""list_genre"":""Nonfiction""},{""list_genre"":""Technology""},{""list_genre"":""Psychology""},{""list_genre"":""Politics""},{""list_genre"":""Sociology""},{""list_genre"":""Self Help""},{""list_genre"":""Science""},{""list_genre"":""...more""}]"
"1669189314-1069","https://www.goodreads.com/genres","Self Help","https://www.goodreads.com/genres/self-help","","https://www.goodreads.com/book/show/59808605-strangers-to-ourselves","Strangers to Ourselves: Unsettled Minds and the Stories That Make Us","Rachel Aviv","In Strangers to Ourselves, a powerful and gripping debut, Rachel Aviv raises fundamental questions about how we understand ourselves in periods of crisis and distress. Drawing on deep, original reporting as well as unpublished journals and memoirs, Aviv writes about people who have come up against the limits of psychiatric explanations for who they are. She follows an Indian woman, celebrated as a saint, who lives in healing temples in Kerala; an incarcerated mother vying for her children’s forgiveness after recovering from psychosis; a man who devotes his life to seeking revenge upon his psychoanalysts; and an affluent young woman who, after a decade of defining herself through her diagnosis, decides to go off her meds because she doesn’t know who she is without them. Animated by a profound sense of empathy, Aviv’s exploration is refracted through her own account of living in a hospital ward at the age of six and meeting a fellow patient with whom her life runs parallel―until it no longer does.

Aviv asks how the stories we tell about mental disorders shape their course in our lives. Challenging the way we understand and talk about illness, her account is a testament to the porousness and resilience of the mind.","4.19","815 ratings","[{""list_genre"":""Nonfiction""},{""list_genre"":""Psychology""},{""list_genre"":""Mental Health""},{""list_genre"":""Memoir""},{""list_genre"":""Essays""},{""list_genre"":""Science""},{""list_genre"":""Mental Illness""},{""list_genre"":""...more""}]"
"1669189316-1070","https://www.goodreads.com/genres","Self Help","https://www.goodreads.com/genres/self-help","","https://www.goodreads.com/book/show/58537332-the-myth-of-normal","The Myth of Normal: Trauma, Illness, and Healing in a Toxic Culture","Gabor Maté","By the acclaimed author of In the Realm of Hungry Ghosts, a groundbreaking investigation into the causes of illness, a bracing critique of how our society breeds disease, and a pathway to health and healing.

In this revolutionary book, renowned physician Gabor Maté eloquently dissects how in Western countries that pride themselves on their healthcare systems, chronic illness and general ill health are on the rise. Nearly 70 percent of Americans are on at least one prescription drug; more than half take two. In Canada, every fifth person has high blood pressure. In Europe, hypertension is diagnosed in more than 30 percent of the population. And everywhere, adolescent mental illness is on the rise. So what is really “normal” when it comes to health?

Over four decades of clinical experience, Maté has come to recognize the prevailing understanding of “normal” as false, neglecting the roles that trauma and stress, and the pressures of modern-day living, exert on our bodies and our minds at the expense of good health. For all our expertise and technological sophistication, Western medicine often fails to treat the whole person, ignoring how today’s culture stresses the body, burdens the immune system, and undermines emotional balance. Now Maté brings his perspective to the great untangling of common myths about what makes us sick, connects the dots between the maladies of individuals and the declining soundness of society—and offers a compassionate guide for health and healing. Co-written with his son Daniel, The Myth of Normal is Maté’s most ambitious and urgent book yet.","4.45","1,141 ratings","[{""list_genre"":""Nonfiction""},{""list_genre"":""Psychology""},{""list_genre"":""Self Help""},{""list_genre"":""Health""},{""list_genre"":""Mental Health""},{""list_genre"":""Science""},{""list_genre"":""Sociology""},{""list_genre"":""...more""}]"
"1669189320-1071","https://www.goodreads.com/genres","Self Help","https://www.goodreads.com/genres/self-help","","https://www.goodreads.com/book/show/59808261-you-me-we","You, Me, We: Why We All Need a Friend at Work","Morag Barrett","You, Me, We is for leaders who want to improve―at leading, yes, but also at their lives. How so? By building deep, long-lasting relationships that set everybody up for success.

One of the most important indicators of individual, team, and organizational success is the presence of an ally mindset. When we have best friends at work―people who are with us, in good times and bad, and who help ensure we make it through together―we thrive. When we don’t, we flail, and eventually crash and burn, leaving only a smoking hulk of debris behind as evidence that they were ever even there.

Through their extensive work with clients that include Google, National Geographic, Microsoft, and many more, the authors have discovered the framework for an ally mindset includes five key parts:

- Abundance and generosity
- Connection and compassion
- Courage and vulnerability
- Candor and debate
- Action and accountability

In You, Me, We, they share valuable lessons on each of these aspects, to show you how to be a better friend at work and how doing so leads to greater happiness, collaboration, and business outcomes.","4.71","7 ratings","[{""list_genre"":""Self Help""}]"
"1669189323-1072","https://www.goodreads.com/genres","Self Help","https://www.goodreads.com/genres/self-help","","https://www.goodreads.com/book/show/60510573-live-your-truth-and-other-lies","Live Your Truth (and Other Lies): Exposing Popular Deceptions That Make Us Anxious, Exhausted, and Self-Obsessed","Alisa Childers","Are you tired of feeling like you have to check social media to find out what you're supposed to think? Are you weary of the latest self-help books that promise to set you free but only imprison you with laundry lists of studies to consider, positive affirmations to recite, and Facebook groups to join?

We've all seen the memes that populate the internet: live your truth, follow your heart, you only have one life to live. They sound nice and positive. But what if these slogans are actually lies that unhinge us from reality and leave us anxious and exhausted? Another Gospel? author Alisa Childers invites you to examine modern lies that are disguised as truths in today's culture. Everyday messages of peace, fulfillment, and empowerment swirl around social media. On the surface, they seem like sentiments of freedom and hope, but in reality they are deeply deceptive.

In Live Your Truth (and Other Lies),  Alisa will help you to: 

uncover the common lies repeated within progressive circles
hold on to the soul-restoring truths that God's Word offers
be empowered to live the way your Creator designed you

Being the captain of your own destiny and striving to make your dreams a reality is a huge burden that you were never meant to bear. Discover true freedom instead.","4.67","418 ratings","[{""list_genre"":""Christian""},{""list_genre"":""Christian Living""},{""list_genre"":""Nonfiction""},{""list_genre"":""Christian Non Fiction""},{""list_genre"":""Theology""},{""list_genre"":""Faith""},{""list_genre"":""Audiobook""},{""list_genre"":""...more""}]"
"1669189326-1073","https://www.goodreads.com/genres","Self Help","https://www.goodreads.com/genres/self-help","","https://www.goodreads.com/book/show/60324265-start-with-hello","Start with Hello:","Shannan Martin","""When was the last time you made a new friend? Chatted with a neighbor? Felt connected? This practical, compelling book shares simple practices for living as a more open-hearted, empathetic neighbor who sees past what divides us, looks for common ground, and is rewarded with vibrant and enduring friendships""--","4.59","152 ratings","[{""list_genre"":""Nonfiction""},{""list_genre"":""Faith""},{""list_genre"":""Relationships""},{""list_genre"":""Self Help""},{""list_genre"":""Church""},{""list_genre"":""Christian Living""},{""list_genre"":""Cultural""}]"
"1669189330-1074","https://www.goodreads.com/genres","Self Help","https://www.goodreads.com/genres/self-help","","https://www.goodreads.com/book/show/61343296-dear-dolly","Dear Dolly: On Love, Life and Friendship, Collected wisdom from her Sunday Times Style Column","Dolly Alderton","'What I learnt from sharing my most private pain with a semi-professional problem-solver was that the mere act of asking for help was, in itself, healing. It was as if I had crept down to the docks under cover of darkness and floated a message out in a bottle, imagining how it might be received. By writing it, I was acknowledging that someone might care about me; that they'd be able to say the right thing without knowing me. Because I was feeling something that other people had felt and therefore I wasn't, as I suspected, the loneliest and strangest woman in the world.'

Since early 2020, Dolly Alderton has been sharing her wisdom, warmth and wit with the countless people who have written in to her Dear Dolly agony aunt column in The Sunday Times Style. Their questions range from the painfully - and sometimes hilariously - relatable to the occasionally bizarre. They include breakups and body issues, families, friendships, dating, divorce, the pleasures and pitfalls of social media, sex, loneliness, longing, love and everything in between.

Without judgement, and with deep empathy informed by her own, much-chronicled adventures in love, friendship and dating, Dolly leads us by the hand through the various labyrinths of life, proving that a problem shared is truly a problem halved.","4.15","1,057 ratings","[{""list_genre"":""Nonfiction""},{""list_genre"":""Memoir""},{""list_genre"":""Self Help""},{""list_genre"":""Essays""},{""list_genre"":""Relationships""},{""list_genre"":""Audiobook""}]"
"1669189333-1075","https://www.goodreads.com/genres","Self Help","https://www.goodreads.com/genres/self-help","","https://www.goodreads.com/book/show/60149558-visual-thinking","Visual Thinking: The Hidden Gifts of People Who Think in Pictures, Patterns, and Abstractions","Temple Grandin","A landmark book that reveals, celebrates, and advocates for the special minds and contributions of visual thinkers

A quarter of a century after her memoir, Thinking in Pictures, forever changed how the world understood autism, Temple Grandin—the “anthropologist on Mars,” as Oliver Sacks dubbed her—transforms our awareness of the different ways our brains are wired. Do you have a keen sense of direction, a love of puzzles, the ability to assemble furniture without crying? You are likely a visual thinker.

With her genius for demystifying science, Grandin draws on cutting-edge research to take us inside visual thinking. Visual thinkers constitute a far greater proportion of the population than previously believed, she reveals, and a more varied one, from the photo-realistic object visualizers like Grandin herself, with their intuitive knack for design and problem solving, to the abstract, mathematically inclined “visual spatial” thinkers who excel in pattern recognition and systemic thinking. She also makes us understand how a world increasingly geared to the verbal tends to sideline visual thinkers, screening them out at school and passing over them in the workplace. Rather than continuing to waste their singular gifts, driving a collective loss in productivity and innovation, Grandin proposes new approaches to educating, parenting, employing, and collaborating with visual thinkers. In a highly competitive world, this important book helps us see, we need every mind on board.","3.92","178 ratings","[{""list_genre"":""Nonfiction""},{""list_genre"":""Psychology""},{""list_genre"":""Science""},{""list_genre"":""Self Help""},{""list_genre"":""Autistic Spectrum Disorder""},{""list_genre"":""Education""},{""list_genre"":""Disability""},{""list_genre"":""...more""}]"
"1669189340-1076","https://www.goodreads.com/genres","Science Fiction","https://www.goodreads.com/genres/science-fiction","","https://www.goodreads.com/book/show/36402034-do-androids-dream-of-electric-sheep","Do Androids Dream of Electric Sheep?","Philip K. Dick","It was January 2021, and Rick Deckard had a license to kill. Somewhere among the hordes of humans out there, lurked several rogue androids. Deckard's assignment--find them and then...""retire"" them. Trouble was, the androids all looked exactly like humans, and they didn't want to be found!","4.09","406,081 ratings","[{""list_genre"":""Science Fiction""},{""list_genre"":""Fiction""},{""list_genre"":""Classics""},{""list_genre"":""Dystopia""},{""list_genre"":""Cyberpunk""},{""list_genre"":""Science Fiction Fantasy""},{""list_genre"":""Fantasy""},{""list_genre"":""...more""}]"
"1669189343-1077","https://www.goodreads.com/genres","Science Fiction","https://www.goodreads.com/genres/science-fiction","","https://www.goodreads.com/book/show/29579.Foundation","Foundation","Isaac Asimov","For twelve thousand years the Galactic Empire has ruled supreme. Now it is dying. But only Hari Seldon, creator of the revolutionary science of psychohistory, can see into the future -- to a dark age of ignorance, barbarism, and warfare that will last thirty thousand years. To preserve knowledge and save mankind, Seldon gathers the best minds in the Empire -- both scientists and scholars -- and brings them to a bleak planet at the edge of the Galaxy to serve as a beacon of hope for a future generations. He calls his sanctuary the Foundation.

But soon the fledgling Foundation finds itself at the mercy of corrupt warlords rising in the wake of the receding Empire. Mankind's last best hope is faced with an agonizing choice: submit to the barbarians and be overrun -- or fight them and be destroyed.","4.17","490,179 ratings","[{""list_genre"":""Science Fiction""},{""list_genre"":""Fiction""},{""list_genre"":""Classics""},{""list_genre"":""Science Fiction Fantasy""},{""list_genre"":""Fantasy""},{""list_genre"":""Space Opera""},{""list_genre"":""Novels""},{""list_genre"":""...more""}]"
"1669189346-1078","https://www.goodreads.com/genres","Science Fiction","https://www.goodreads.com/genres/science-fiction","","https://www.goodreads.com/book/show/5129.Brave_New_World","Brave New World","Aldous Huxley","Brave New World is a dystopian novel by English author Aldous Huxley, written in 1931 and published in 1932. Largely set in a futuristic World State, inhabited by genetically modified citizens and an intelligence-based social hierarchy, the novel anticipates huge scientific advancements in reproductive technology, sleep-learning, psychological manipulation and classical conditioning that are combined to make a dystopian society which is challenged by only a single individual: the story's protagonist.","3.99","1,685,557 ratings","[{""list_genre"":""Classics""},{""list_genre"":""Fiction""},{""list_genre"":""Science Fiction""},{""list_genre"":""Dystopia""},{""list_genre"":""Literature""},{""list_genre"":""Novels""},{""list_genre"":""School""},{""list_genre"":""...more""}]"
"1669189349-1079","https://www.goodreads.com/genres","Science Fiction","https://www.goodreads.com/genres/science-fiction","","https://www.goodreads.com/book/show/61439040-1984","1984","George Orwell","The new novel by George Orwell is the major work towards which all his previous writing has pointed. Critics have hailed it as his ""most solid, most brilliant"" work. Though the story of Nineteen Eighty-Four takes place thirty-five years hence, it is in every sense timely. The scene is London, where there has been no new housing since 1950 and where the city-wide slums are called Victory Mansions. Science has abandoned Man for the State. As every citizen knows only too well, war is peace.

To Winston Smith, a young man who works in the Ministry of Truth (Minitru for short), come two people who transform this life completely. One is Julia, whom he meets after she hands him a slip reading, ""I love you."" The other is O'Brien, who tells him, ""We shall meet in the place where there is no darkness."" The way in which Winston is betrayed by the one and, against his own desires and instincts, ultimately betrays the other, makes a story of mounting drama and suspense.

Alternate cover edition can be found here.","4.19","3,998,935 ratings","[{""list_genre"":""Classics""},{""list_genre"":""Fiction""},{""list_genre"":""Science Fiction""},{""list_genre"":""Dystopia""},{""list_genre"":""Literature""},{""list_genre"":""Novels""},{""list_genre"":""Politics""},{""list_genre"":""...more""}]"
"1669189353-1080","https://www.goodreads.com/genres","Science Fiction","https://www.goodreads.com/genres/science-fiction","","https://www.goodreads.com/book/show/13079982-fahrenheit-451","Fahrenheit 451","Ray Bradbury","Sixty years after its original publication, Ray Bradbury’s internationally acclaimed novel Fahrenheit 451 stands as a classic of world literature set in a bleak, dystopian future. Today its message has grown more relevant than ever before.

Guy Montag is a fireman. His job is to destroy the most illegal of commodities, the printed book, along with the houses in which they are hidden. Montag never questions the destruction and ruin his actions produce, returning each day to his bland life and wife, Mildred, who spends all day with her television “family.” But when he meets an eccentric young neighbor, Clarisse, who introduces him to a past where people didn’t live in fear and to a present where one sees the world through the ideas in books instead of the mindless chatter of television, Montag begins to question everything he has ever known.","3.98","2,111,225 ratings","[{""list_genre"":""Classics""},{""list_genre"":""Fiction""},{""list_genre"":""Science Fiction""},{""list_genre"":""Dystopia""},{""list_genre"":""School""},{""list_genre"":""Literature""},{""list_genre"":""Novels""},{""list_genre"":""...more""}]"
"1669189357-1081","https://www.goodreads.com/genres","Science Fiction","https://www.goodreads.com/genres/science-fiction","","https://www.goodreads.com/book/show/9969571-ready-player-one","Ready Player One","Ernest Cline","Librarian's note: An alternate cover edition can be found here

IN THE YEAR 2044, reality is an ugly place. The only time teenage Wade Watts really feels alive is when he's jacked into the virtual utopia known as the OASIS. Wade's devoted his life to studying the puzzles hidden within this world's digital confines, puzzles that are based on their creator's obsession with the pop culture of decades past and that promise massive power and fortune to whoever can unlock them. 

But when Wade stumbles upon the first clue, he finds himself beset by players willing to kill to take this ultimate prize. The race is on, and if Wade's going to survive, he'll have to win—and confront the real world he's always been so desperate to escape.","4.24","1,049,567 ratings","[{""list_genre"":""Science Fiction""},{""list_genre"":""Fiction""},{""list_genre"":""Young Adult""},{""list_genre"":""Fantasy""},{""list_genre"":""Dystopia""},{""list_genre"":""Audiobook""},{""list_genre"":""Adventure""},{""list_genre"":""...more""}]"
"1669189360-1082","https://www.goodreads.com/genres","Science Fiction","https://www.goodreads.com/genres/science-fiction","","https://www.goodreads.com/book/show/18007564-the-martian","The Martian","Andy Weir","Six days ago, astronaut Mark Watney became one of the first people to walk on Mars. 

Now, he’s sure he’ll be the first person to die there.

After a dust storm nearly kills him and forces his crew to evacuate while thinking him dead, Mark finds himself stranded and completely alone with no way to even signal Earth that he’s alive—and even if he could get word out, his supplies would be gone long before a rescue could arrive. 

Chances are, though, he won’t have time to starve to death. The damaged machinery, unforgiving environment, or plain-old “human error” are much more likely to kill him first. 

But Mark isn’t ready to give up yet. Drawing on his ingenuity, his engineering skills — and a relentless, dogged refusal to quit — he steadfastly confronts one seemingly insurmountable obstacle after the next. Will his resourcefulness be enough to overcome the impossible odds against him?","4.41","996,312 ratings","[{""list_genre"":""Science Fiction""},{""list_genre"":""Fiction""},{""list_genre"":""Audiobook""},{""list_genre"":""Adventure""},{""list_genre"":""Space""},{""list_genre"":""Adult""},{""list_genre"":""Science Fiction Fantasy""},{""list_genre"":""...more""}]"
"1669189364-1083","https://www.goodreads.com/genres","Science Fiction","https://www.goodreads.com/genres/science-fiction","","https://www.goodreads.com/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy","The Hitchhiker's Guide to the Galaxy","Douglas Adams","Seconds before the Earth is demolished to make way for a galactic freeway, Arthur Dent is plucked off the planet by his friend Ford Prefect, a researcher for the revised edition of the The Hitch Hiker's Guide to the Galaxy who, for the last fifteen years, has been posing as an out of work actor. 

Together this dynamic pair begin their journey through space aided by quotes from The Hitch Hiker's Guide ""A towel is about the most massively useful thing an interstellar hitchhiker can have"" and a galaxy-full of fellow travellers: Zaphod Beeblebrox - the two-headed, three-armed ex-hippie and totally out to lunch president of the galaxy; Trillian, Zaphod's girlfriend (formally Tricia McMillan), whom Arthur tried to pick up at a cocktail party once upon a time zone; Marvin, a paranoid, brilliant and chronically depressed robot; Veet Voojagig, a former graduate student who is obsessed with the disappearance of all the ball-point pens he has bought over the years.","4.23","1,687,623 ratings","[{""list_genre"":""Science Fiction""},{""list_genre"":""Fiction""},{""list_genre"":""Humor""},{""list_genre"":""Classics""},{""list_genre"":""Fantasy""},{""list_genre"":""Comedy""},{""list_genre"":""Science Fiction Fantasy""},{""list_genre"":""...more""}]"
"1669189367-1084","https://www.goodreads.com/genres","Science Fiction","https://www.goodreads.com/genres/science-fiction","","https://www.goodreads.com/book/show/375802.Ender_s_Game","Ender's Game","Orson Scott Card","Andrew ""Ender"" Wiggin thinks he is playing computer simulated war games; he is, in fact, engaged in something far more desperate. The result of genetic experimentation, Ender may be the military genius Earth desperately needs in a war against an alien enemy seeking to destroy all human life. The only way to find out is to throw Ender into ever harsher training, to chip away and find the diamond inside, or destroy him utterly. Ender Wiggin is six years old when it begins. He will grow up fast.

But Ender is not the only result of the experiment. The war with the Buggers has been raging for a hundred years, and the quest for the perfect general has been underway almost as long. Ender's two older siblings, Peter and Valentine, are every bit as unusual as he is, but in very different ways. While Peter was too uncontrollably violent, Valentine very nearly lacks the capability for violence altogether. Neither was found suitable for the military's purpose. But they are driven by their jealousy of Ender, and by their inbred drive for power. Peter seeks to control the political process, to become a ruler. Valentine's abilities turn more toward the subtle control of the beliefs of commoner and elite alike, through powerfully convincing essays. Hiding their youth and identities behind the anonymity of the computer networks, these two begin working together to shape the destiny of Earth-an Earth that has no future at all if their brother Ender fails.","4.31","1,278,193 ratings","[{""list_genre"":""Science Fiction""},{""list_genre"":""Young Adult""},{""list_genre"":""Fantasy""},{""list_genre"":""Classics""},{""list_genre"":""Science Fiction Fantasy""},{""list_genre"":""Dystopia""},{""list_genre"":""War""},{""list_genre"":""...more""}]"
"1669189370-1085","https://www.goodreads.com/genres","Science Fiction","https://www.goodreads.com/genres/science-fiction","","https://www.goodreads.com/book/show/44767458-dune","Dune","Frank Herbert","Set on the desert planet Arrakis, Dune is the story of the boy Paul Atreides, heir to a noble family tasked with ruling an inhospitable world where the only thing of value is the “spice” melange, a drug capable of extending life and enhancing consciousness. Coveted across the known universe, melange is a prize worth killing for...

When House Atreides is betrayed, the destruction of Paul’s family will set the boy on a journey toward a destiny greater than he could ever have imagined. And as he evolves into the mysterious man known as Muad’Dib, he will bring to fruition humankind’s most ancient and unattainable dream.

***

Original, first edition from 1965 can be found here.","4.25","1,139,373 ratings","[{""list_genre"":""Science Fiction""},{""list_genre"":""Fiction""},{""list_genre"":""Fantasy""},{""list_genre"":""Classics""},{""list_genre"":""Science Fiction Fantasy""},{""list_genre"":""Audiobook""},{""list_genre"":""Space Opera""},{""list_genre"":""...more""}]"
"1669189374-1086","https://www.goodreads.com/genres","Science Fiction","https://www.goodreads.com/genres/science-fiction","","https://www.goodreads.com/book/show/42975172-the-testaments","The Testaments","Margaret Atwood","When the van door slammed on Offred's future at the end of The Handmaid's Tale, readers had no way of telling what lay ahead for her--freedom, prison or death.

With The Testaments, the wait is over.

Margaret Atwood's sequel picks up the story more than fifteen years after Offred stepped into the unknown, with the explosive testaments of three female narrators from Gilead.

In this brilliant sequel to The Handmaid's Tale, acclaimed author Margaret Atwood answers the questions that have tantalized readers for decades.

""Dear Readers: Everything you've ever asked me about Gilead and its inner workings is the inspiration for this book. Well, almost everything! The other inspiration is the world we've been living in."" --Margaret Atwood

An alternate cover edition of ISBN 978-0385543781 can be found here.","4.20","308,375 ratings","[{""list_genre"":""Fiction""},{""list_genre"":""Dystopia""},{""list_genre"":""Science Fiction""},{""list_genre"":""Feminism""},{""list_genre"":""Audiobook""},{""list_genre"":""Classics""},{""list_genre"":""Adult""},{""list_genre"":""...more""}]"
